frame_no,frametime_original,frametime,in_slot_0,in_slot_1,in_slot_2,in_slot_3,out_slot_0,out_slot_1,out_slot_2,out_slot_3,measured_utilization_lot_0,measured_utilization_lot_1,measured_utilization_lot_2,measured_utilization_lot_3,avg_measured_utilization_of_total,avg_measured_unused_of_total,agg_net_space_util,agg_unused_space,spots_occupied,times_parking_in_use,times_parking_in_full_use,accumulated_used_slots_no_vehicles,avg_space_util_per_slot,avg_measured_unused_per_slot,net_util_at_full_capacity,net_util_of_used_lots,accum_time_used_slot_0_per_vehicle,accum_time_used_slot_1_per_vehicle,accum_time_used_slot_2_per_vehicle,accum_time_used_slot_3_per_vehicle,final_time_used_slot_0_per_vehicle,final_time_used_slot_1_per_vehicle,final_time_used_slot_2_per_vehicle,final_time_used_slot_3_per_vehicle,total_used_sec_slot_0,total_used_sec_slot_1,total_used_sec_slot_2,total_used_sec_slot_3,total_used_sec_slot_0_wrk_hrs,total_used_sec_slot_1_wrk_hrs,total_used_sec_slot_2_wrk_hrs,total_used_sec_slot_3_wrk_hrs,coordinate_end_slot_0,coordinate_end_slot_1,coordinate_end_slot_2,coordinate_end_slot_3,coordinate_start_slot_0,coordinate_start_slot_1,coordinate_start_slot_2,coordinate_start_slot_3
23,7/12/17 4:05,4:05:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
24,7/12/17 4:05,4:05:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
25,7/12/17 4:06,4:06:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
26,7/12/17 4:06,4:06:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
27,7/12/17 4:06,4:06:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
28,7/12/17 4:06,4:06:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
29,7/12/17 4:07,4:07:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
30,7/12/17 4:07,4:07:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
31,7/12/17 4:07,4:07:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
32,7/12/17 4:07,4:07:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
33,7/12/17 4:08,4:08:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
34,7/12/17 4:08,4:08:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
35,7/12/17 4:08,4:08:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
36,7/12/17 4:08,4:08:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
37,7/12/17 4:09,4:09:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
38,7/12/17 4:09,4:09:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
39,7/12/17 4:09,4:09:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
40,7/12/17 4:09,4:09:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
41,7/12/17 4:10,4:10:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
42,7/12/17 4:10,4:10:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
43,7/12/17 4:10,4:10:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
44,7/12/17 4:10,4:10:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
45,7/12/17 4:11,4:11:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
46,7/12/17 4:11,4:11:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
47,7/12/17 4:11,4:11:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
48,7/12/17 4:11,4:11:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
49,7/12/17 4:12,4:12:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
50,7/12/17 4:12,4:12:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
51,7/12/17 4:12,4:12:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
52,7/12/17 4:12,4:12:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
53,7/12/17 4:13,4:13:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
54,7/12/17 4:13,4:13:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
55,7/12/17 4:13,4:13:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
56,7/12/17 4:13,4:13:45,0,0,0,1,0,0,0,0,0.00%,0.00%,1.00%,75.00%,19.00%,81.00%,0.76,3.24,2,1,0,2,38.00%,62.00%,0.00%,38.00%,0,0,15,15,,,,,0,0,15,15,0,0,15,15,500,745,980,1300,500,745,980,1178
57,7/12/17 4:14,4:14:00,0,0,0,0,0,0,0,0,0.00%,0.00%,1.00%,75.00%,19.00%,81.00%,0.76,3.24,2,1,0,2,38.00%,62.00%,0.00%,38.00%,0,0,30,30,,,,,0,0,30,30,0,0,30,30,500,745,980,1300,500,745,980,1178
58,7/12/17 4:14,4:14:15,0,0,0,0,0,0,0,0,0.00%,0.00%,1.00%,75.00%,19.00%,81.00%,0.76,3.24,2,1,0,2,38.00%,62.00%,0.00%,38.00%,0,0,45,45,,,,,0,0,45,45,0,0,45,45,500,745,980,1300,500,745,980,1178
59,7/12/17 4:14,4:14:30,0,0,0,0,0,0,0,0,0.00%,0.00%,1.00%,75.00%,19.00%,81.00%,0.76,3.24,2,1,0,2,38.00%,62.00%,0.00%,38.00%,0,0,60,60,,,,,0,0,60,60,0,0,60,60,500,745,980,1300,500,745,980,1178
60,7/12/17 4:14,4:14:45,0,0,0,0,0,0,0,0,0.00%,0.00%,1.00%,75.00%,19.00%,81.00%,0.76,3.24,2,1,0,2,38.00%,62.00%,0.00%,38.00%,0,0,75,75,,,,,0,0,75,75,0,0,75,75,500,745,980,1300,500,745,980,1178
61,7/12/17 4:15,4:15:00,0,0,0,0,0,0,0,0,0.00%,0.00%,1.00%,75.00%,19.00%,81.00%,0.76,3.24,2,1,0,2,38.00%,62.00%,0.00%,38.00%,0,0,90,90,,,,,0,0,90,90,0,0,90,90,500,745,980,1300,500,745,980,1178
62,7/12/17 4:15,4:15:15,0,0,0,0,0,0,0,0,0.00%,0.00%,1.00%,75.00%,19.00%,81.00%,0.76,3.24,2,1,0,2,38.00%,62.00%,0.00%,38.00%,0,0,105,105,,,,,0,0,105,105,0,0,105,105,500,745,980,1300,500,745,980,1178
63,7/12/17 4:15,4:15:30,0,0,0,0,0,0,0,0,0.00%,0.00%,1.00%,75.00%,19.00%,81.00%,0.76,3.24,2,1,0,2,38.00%,62.00%,0.00%,38.00%,0,0,120,120,,,,,0,0,120,120,0,0,120,120,500,745,980,1300,500,745,980,1178
64,7/12/17 4:15,4:15:45,0,0,0,0,0,0,0,0,0.00%,0.00%,1.00%,75.00%,19.00%,81.00%,0.76,3.24,2,1,0,2,38.00%,62.00%,0.00%,38.00%,0,0,135,135,,,,,0,0,135,135,0,0,135,135,500,745,980,1300,500,745,980,1178
65,7/12/17 4:16,4:16:00,0,0,0,0,0,0,0,0,0.00%,0.00%,1.00%,75.00%,19.00%,81.00%,0.76,3.24,2,1,0,2,38.00%,62.00%,0.00%,38.00%,0,0,150,150,,,,,0,0,150,150,0,0,150,150,500,745,980,1300,500,745,980,1178
66,7/12/17 4:16,4:16:15,0,0,0,0,0,0,0,1,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,150,150,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
67,7/12/17 4:16,4:16:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
68,7/12/17 4:16,4:16:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
69,7/12/17 4:17,4:17:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
70,7/12/17 4:17,4:17:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
71,7/12/17 4:17,4:17:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
72,7/12/17 4:17,4:17:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
73,7/12/17 4:18,4:18:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
74,7/12/17 4:18,4:18:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
75,7/12/17 4:18,4:18:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
76,7/12/17 4:18,4:18:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
77,7/12/17 4:19,4:19:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
78,7/12/17 4:19,4:19:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
79,7/12/17 4:19,4:19:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
80,7/12/17 4:19,4:19:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
81,7/12/17 4:20,4:20:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
82,7/12/17 4:20,4:20:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
83,7/12/17 4:20,4:20:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
84,7/12/17 4:20,4:20:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
85,7/12/17 4:21,4:21:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
86,7/12/17 4:21,4:21:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
87,7/12/17 4:21,4:21:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
88,7/12/17 4:21,4:21:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
89,7/12/17 4:22,4:22:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,150,150,0,0,150,150,500,745,980,1180,500,745,980,1180
