frame_no,frametime_original,frametime,in_slot_0,in_slot_1,in_slot_2,in_slot_3,out_slot_0,out_slot_1,out_slot_2,out_slot_3,measured_utilization_lot_0,measured_utilization_lot_1,measured_utilization_lot_2,measured_utilization_lot_3,avg_measured_utilization_of_total,avg_measured_unused_of_total,agg_net_space_util,agg_unused_space,spots_occupied,times_parking_in_use,times_parking_in_full_use,accumulated_used_slots_no_vehicles,avg_space_util_per_slot,avg_measured_unused_per_slot,net_util_at_full_capacity,net_util_of_used_lots,accum_time_used_slot_0_per_vehicle,accum_time_used_slot_1_per_vehicle,accum_time_used_slot_2_per_vehicle,accum_time_used_slot_3_per_vehicle,final_time_used_slot_0_per_vehicle,final_time_used_slot_1_per_vehicle,final_time_used_slot_2_per_vehicle,final_time_used_slot_3_per_vehicle,total_used_sec_slot_0,total_used_sec_slot_1,total_used_sec_slot_2,total_used_sec_slot_3,total_used_sec_slot_0_wrk_hrs,total_used_sec_slot_1_wrk_hrs,total_used_sec_slot_2_wrk_hrs,total_used_sec_slot_3_wrk_hrs,coordinate_end_slot_0,coordinate_end_slot_1,coordinate_end_slot_2,coordinate_end_slot_3,coordinate_start_slot_0,coordinate_start_slot_1,coordinate_start_slot_2,coordinate_start_slot_3
11,7/11/17 4:02,4:02:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
12,7/11/17 4:02,4:02:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
13,7/11/17 4:03,4:03:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
14,7/11/17 4:03,4:03:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
15,7/11/17 4:03,4:03:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
16,7/11/17 4:03,4:03:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
17,7/11/17 4:04,4:04:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
18,7/11/17 4:04,4:04:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
19,7/11/17 4:04,4:04:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
20,7/11/17 4:04,4:04:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
21,7/11/17 4:05,4:05:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
22,7/11/17 4:05,4:05:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
23,7/11/17 4:05,4:05:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
24,7/11/17 4:05,4:05:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
25,7/11/17 4:06,4:06:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
26,7/11/17 4:06,4:06:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
27,7/11/17 4:06,4:06:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
28,7/11/17 4:06,4:06:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
29,7/11/17 4:07,4:07:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
30,7/11/17 4:07,4:07:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
31,7/11/17 4:07,4:07:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
32,7/11/17 4:07,4:07:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
33,7/11/17 4:08,4:08:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
34,7/11/17 4:08,4:08:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
35,7/11/17 4:08,4:08:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
36,7/11/17 4:08,4:08:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
37,7/11/17 4:09,4:09:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
38,7/11/17 4:09,4:09:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
39,7/11/17 4:09,4:09:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
40,7/11/17 4:09,4:09:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
41,7/11/17 4:10,4:10:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
42,7/11/17 4:10,4:10:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
43,7/11/17 4:10,4:10:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
44,7/11/17 4:10,4:10:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
45,7/11/17 4:11,4:11:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
46,7/11/17 4:11,4:11:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
47,7/11/17 4:11,4:11:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
48,7/11/17 4:11,4:11:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
49,7/11/17 4:12,4:12:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
50,7/11/17 4:12,4:12:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
51,7/11/17 4:12,4:12:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
52,7/11/17 4:12,4:12:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
53,7/11/17 4:13,4:13:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
54,7/11/17 4:13,4:13:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
55,7/11/17 4:13,4:13:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
56,7/11/17 4:13,4:13:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
57,7/11/17 4:14,4:14:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
58,7/11/17 4:14,4:14:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
59,7/11/17 4:14,4:14:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
60,7/11/17 4:14,4:14:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
61,7/11/17 4:15,4:15:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
62,7/11/17 4:15,4:15:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
63,7/11/17 4:15,4:15:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
64,7/11/17 4:15,4:15:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
65,7/11/17 4:16,4:16:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
66,7/11/17 4:16,4:16:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
67,7/11/17 4:16,4:16:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
68,7/11/17 4:16,4:16:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
69,7/11/17 4:17,4:17:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
70,7/11/17 4:17,4:17:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
71,7/11/17 4:17,4:17:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
72,7/11/17 4:17,4:17:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
73,7/11/17 4:18,4:18:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
74,7/11/17 4:18,4:18:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
75,7/11/17 4:18,4:18:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
76,7/11/17 4:18,4:18:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
77,7/11/17 4:19,4:19:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
78,7/11/17 4:19,4:19:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
79,7/11/17 4:19,4:19:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
80,7/11/17 4:19,4:19:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
81,7/11/17 4:20,4:20:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
82,7/11/17 4:20,4:20:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
83,7/11/17 4:20,4:20:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
84,7/11/17 4:20,4:20:45,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
85,7/11/17 4:21,4:21:00,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
86,7/11/17 4:21,4:21:15,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
87,7/11/17 4:21,4:21:30,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,,,,,0,0,0,0,0,0,0,0,500,745,980,1180,500,745,980,1180
88,7/11/17 4:21,4:21:45,0,0,1,0,0,0,0,0,0.00%,5.53%,81.00%,0.00%,21.63%,78.37%,0.87,3.13,2,1,0,2,43.27%,56.73%,0.00%,43.27%,0,15,15,0,,,,,0,15,15,0,0,15,15,0,500,745,1142,1180,500,745,967,1180
89,7/11/17 4:22,4:22:00,0,0,0,0,0,0,0,0,0.00%,5.53%,81.00%,0.00%,21.63%,78.37%,0.87,3.13,2,1,0,2,43.27%,56.73%,0.00%,43.27%,0,30,30,0,,,,,0,30,30,0,0,30,30,0,500,745,1142,1180,500,745,967,1180
